Cutoff,downstream_distance,time
0,0.5302231619641239,0.5
1,0.03049029929910376,16.5
2,0.2686829425088155,67.0
3,0.8941717478804359,72.5
4,0.3139202151071276,92.5
5,0.6149469095325698,104.0
6,0.7443942460621213,123.5
7,0.7356449413730336,144.0
8,0.038985916447062764,208.5
9,0.6263125958441353,233.0
10,0.9134671892815606,234.0
11,0.3794287459680141,238.5
12,0.8592571555114897,242.5
13,0.11590277272859584,259.5
14,0.45915752962264444,260.5
15,0.3486957928979924,268.0
16,0.21589918046741088,273.0
17,0.6036867905853124,290.5
18,0.569038264218584,297.0
19,0.5158762426704019,305.5
20,0.7214427102488602,324.5
21,0.8334555454934315,334.5
22,0.5103939273501251,405.5
23,0.4339485900058636,413.0
24,0.2403068248252036,456.5
25,0.14375356622700772,463.5
26,0.9320933757575123,475.0
27,0.7066302127686136,485.5
28,0.5776139017681743,500.5
29,0.07515313934962517,503.5
30,0.9043208360950268,507.5
31,0.6189876465981226,533.0
32,0.26013988282572875,535.0
33,0.3384385325410707,535.5
34,0.5379410888894337,543.0
35,0.7940433506202229,579.0
36,0.7652290442123786,587.0
37,0.7283988642532111,588.5
38,0.4763241164999888,590.0
39,0.12998945209867185,598.0
40,0.1595855384819271,610.5
41,0.36476662939134913,612.0
42,0.05861764562552907,638.0
43,0.8335121678907977,647.5
44,0.17425705041099054,649.5
45,0.883834588061244,663.5
46,0.4460629093870805,668.0
47,0.961680904102625,726.0
48,0.9336626227414507,727.0
49,0.09004436998928385,736.5
50,0.8568214848861088,755.5
51,0.3269950328642332,758.5
52,0.8357573318867082,761.5
53,0.4592804611800657,778.0
54,0.48696545717650164,787.0
55,0.08191609929224337,794.0
56,0.11748081335421,799.0
57,0.13406000321867942,806.0
58,0.5899262217252367,817.5
59,0.5530397465289374,820.5
60,0.7851316944451464,841.0
61,0.6969130659019414,842.5
62,0.37022310940233355,848.5
63,0.20076774280039267,855.5
64,0.5182308497818597,856.0
65,0.05385844242042953,858.0
66,0.879428322981894,864.0
67,0.8184481184236624,881.5
68,0.7681327643654208,887.5
69,0.4169473378151889,893.5
70,0.48703387947155,899.0
71,0.5305949479693644,913.0
72,0.29340450793099065,919.0
73,0.5436639912698358,920.0
74,0.2165254591774165,920.5
75,0.4607174012109218,932.0
76,0.3686727473392899,954.5
77,0.910228214885169,956.5
78,0.1454014437579242,963.5
79,0.09860655940048281,967.5
80,0.8997359180820955,969.5
81,0.15922303205721658,975.5
82,0.5813416953661507,987.5
83,0.43697186410390254,1003.5
84,0.5805844962603463,1013.5
85,0.32220810144042994,1020.5
86,0.8577077393503296,1040.0
87,0.39566135774066635,1045.0
88,0.18191580683730982,1045.5
89,0.4803536457793318,1048.0
90,0.6991921011717976,1055.0
91,0.09802124292248672,1062.0
92,0.5451529859559398,1071.0
93,0.22505462600710743,1077.5
94,0.06324384327609552,1121.5
95,0.13871751057031478,1140.5
96,0.4510820970437952,1142.0
97,0.3190515123069103,1147.0
98,0.479013928994929,1147.5
99,0.3180134360502604,1165.0
100,0.9163994652027373,1177.5
101,0.5195119914261811,1191.5
102,0.7078865060772652,1197.5
103,0.9502754015612115,1218.5
104,0.5023186769720729,1220.0
105,0.19966324262953897,1224.5
106,0.6399521969757088,1226.0
107,0.03883326085238925,1231.5
108,0.7224394013890508,1237.5
109,0.3302211319188532,1242.5
110,0.8490481927990601,1244.5
111,0.18051623322856677,1251.0
112,0.08571467136626887,1268.0
113,0.7796396051076866,1271.0
114,0.05441671594186235,1277.0
115,0.09792098994671418,1282.5
116,0.25549916132127903,1296.0
117,0.4063950052354324,1303.5
118,0.5691041794682106,1305.5
119,0.795382782059113,1307.5
120,0.42988039687117496,1315.5
121,0.48527845476035664,1321.5
122,0.41505438511860476,1328.0
123,0.7224481768266745,1340.5
124,0.8736269558848543,1350.0
125,0.39422555873164017,1359.0
126,0.21040147615405463,1361.5
127,0.6152756369784326,1362.0
128,0.05978513592202587,1363.5
129,0.2364143843808237,1373.0
130,0.29906609355181146,1379.5
131,0.9088946766001128,1382.5
132,0.5330542422441964,1405.0
133,0.1340616528418587,1413.5
134,0.6789710251701426,1424.0
135,0.6270338215574778,1428.5
136,0.8505275589168275,1439.5
137,0.5773714688496853,1450.0
138,0.4671748996059301,1458.5
139,0.22712996798802268,1466.0
140,0.4437492661071199,1472.0
141,0.7516051490254188,1473.5
142,0.47175443229581043,1480.5
143,0.9148973169557907,1483.0
144,0.5588861563614923,1500.0
145,0.34478760357029803,1502.5
146,0.3192507790164139,1514.0
147,0.7301614925946508,1525.0
148,0.6254630893221415,1526.0
149,0.10495018092774983,1550.0
150,0.8094660517530154,1564.0
151,0.06056094225792301,1568.0
152,0.915488710938207,1573.0
153,0.19983844530674738,1574.0
154,0.11297171668933209,1578.0
155,0.6830263737870713,1590.5
156,0.24623816613610916,1592.0
157,0.5962956260946173,1606.0
158,0.7032408889799838,1617.0
159,0.3426522430327623,1620.5
160,0.1481127598721899,1632.5
161,0.7637013978766197,1641.0
162,0.40618502512294663,1654.0
163,0.08966477017057803,1659.0
164,0.09678383389140194,1665.5
165,0.4906287677125199,1670.5
166,0.6435884473166056,1676.0
167,0.6307750809056872,1679.5
168,0.8715497906546653,1682.0
169,0.5540023097314654,1685.5
170,0.3296598628942485,1686.5
171,0.8523112375167358,1698.0
172,0.38450756969771466,1706.5
173,0.3144872695084666,1707.5
174,0.5753031375565348,1712.0
175,0.9562909414597673,1718.0
176,0.2166250689135816,1724.0
177,0.9285454896816521,1724.5
178,0.07969493873784592,1727.5
179,0.7519196551154149,1735.5
180,0.5893165144937699,1738.5
181,0.7329442918103247,1741.0
182,0.2681864062988554,1746.0
183,0.22265105943387756,1751.0
184,0.14900121538383307,1755.5
185,0.795227338682433,1772.5
186,0.4680736374455546,1780.5
187,0.5226181343960391,1789.0
188,0.16978415204339875,1795.5
189,0.583502210789599,1804.0
190,0.40599128042354854,1820.5
191,0.8361401022559498,1832.0
192,0.7109022044225698,1841.5
193,0.7733042112856379,1869.5
194,0.23827417515449142,1872.0
195,0.9157643363895758,1877.5
196,0.3818740366443991,1886.0
197,0.14045444593065723,1887.0
198,0.5839465012182924,1905.0
199,0.9666326704572348,1918.5
200,0.2715756720532287,1921.5
201,0.5025837745547564,1922.5
202,0.8322005062269288,1928.0
203,0.6896528758360427,1929.5
204,0.13817453062790874,1930.0
205,0.25777243175274706,1932.0
206,0.4875769591870162,1933.5
207,0.09181644646720237,1936.5
208,0.5456139323542631,1937.5
209,0.9463501220756447,1941.0
210,0.8854804274504364,1944.5
211,0.7839127754952591,1946.0
212,0.560115233591581,1947.0
213,0.5973104175346953,1957.0
214,0.4038276342760806,1964.5
215,0.4244565701990045,1970.0
216,0.3288507295722576,1982.0
217,0.8025053989750531,1983.5
218,0.3001293505427148,1988.5
219,0.8992054693850201,1993.0
220,0.20558385912140603,1995.0
221,0.71069592159598,2024.0
222,0.8171888858123826,2037.0
223,0.1397893386025223,2045.5
224,0.4205772806436835,2047.5
225,0.8942834460852295,2050.0
226,0.31196959041322014,2058.5
227,0.7234343319810537,2060.5
228,0.7042689965680696,2064.0
229,0.054554575891419335,2066.0
230,0.7486894825101301,2076.0
231,0.4837217945386511,2077.5
232,0.5677931818719009,2087.5
233,0.832781619423431,2089.5
234,0.936913716876712,2123.0
235,0.673780446426288,2124.0
236,0.9155759492473824,2130.5
237,0.5459549629510196,2135.0
238,0.4732323922803742,2139.0
239,0.18431977424077142,2141.5
240,0.10536013405174119,2143.0
241,0.03043950578189444,2153.5
242,0.3770706404436325,2155.0
243,0.5461045650860372,2159.0
244,0.32646013521798667,2169.0
245,0.8709825159896083,2169.5
246,0.0978422787662575,2174.0
247,0.816622431304305,2180.5
248,0.6655583704773882,2181.0
249,0.8899292255982257,2186.0
250,0.7029308607999606,2187.0
251,0.0639393496379097,2191.0
252,0.19748155347733395,2195.0
253,0.6374164192623646,2204.5
254,0.7141448282078785,2206.0
255,0.9604815828620464,2220.5
256,0.4726135714781296,2221.0
257,0.8086393924311948,2226.0
258,0.7033839869286178,2231.5
259,0.2817937113347213,2239.5
260,0.6586081117650027,2243.5
261,0.5510907226254006,2262.0
262,0.16187714412508866,2264.0
263,0.08191672744304464,2264.5
264,0.5972050294601886,2269.5
265,0.06468239110554835,2281.0
266,0.15135293809047679,2285.0
267,0.27483042667853763,2289.5
268,0.29682224869690377,2295.0
269,0.8285105472448392,2305.0
270,0.43714333270618694,2308.5
271,0.19207364373370867,2313.0
272,0.737732943563775,2319.0
273,0.1313210197211468,2324.5
274,0.9689179656357289,2328.0
275,0.5222282671278076,2328.5
276,0.04122459810067296,2337.0
277,0.07969859207933418,2347.0
278,0.5870032189811984,2362.5
279,0.7622884257731732,2373.0
280,0.6620202721564155,2373.5
281,0.8681108576107193,2380.0
282,0.3584600104684846,2387.5
283,0.9417734993593188,2393.5
284,0.2695240794866172,2397.0
285,0.8198713266193457,2409.5
286,0.6518234948503672,2413.5
287,0.16793702797229826,2414.5
288,0.6246728103284478,2418.0
289,0.8572768873791287,2419.5
290,0.2163187103479545,2423.5
291,0.47438891476997574,2438.5
292,0.4102139488947238,2450.5
293,0.2342592852990963,2463.5
294,0.7023290440108669,2467.5
295,0.22188068745772874,2477.5
296,0.4979566582613562,2496.5
297,0.965593279142182,2497.5
298,0.4800750505463112,2500.0
299,0.9105435882333971,2505.5
300,0.14750873785031382,2510.0
301,0.668129404940105,2523.5
302,0.30658135503849243,2524.5
303,0.7659049570822722,2529.5
304,0.196090824512032,2537.0
305,0.5844947800251024,2539.0
306,0.4839140476260127,2545.0
307,0.5572010451308385,2546.0
308,0.5869384928987768,2556.0
309,0.252501036764055,2563.0
310,0.9075212962185825,2565.0
311,0.897439356028147,2566.0
312,0.3352947111149354,2573.0
313,0.0735899834182543,2579.5
314,0.1234177099693998,2594.5
315,0.4176714206080205,2600.5
316,0.10595128607912337,2609.5
317,0.9786542694361439,2614.5
318,0.16640594501409495,2616.5
319,0.7936237896187582,2618.0
320,0.3775496367708623,2618.5
321,0.14088294320429887,2622.5
322,0.7067997236221556,2628.5
323,0.11765168898654739,2634.0
324,0.83830244054243,2639.0
325,0.5019522394793701,2642.5
326,0.9187071497910847,2643.0
327,0.4343603464909994,2644.5
328,0.7568203706703189,2645.5
329,0.882344502961075,2651.0
330,0.5473814509195477,2660.0
331,0.19332032662268478,2661.5
332,0.6161847798283308,2676.0
333,0.6492537590104572,2685.5
334,0.1015437288911197,2687.5
335,0.8004746075174638,2688.0
336,0.684006781394469,2690.5
337,0.5867472526327592,2694.5
338,0.9717176546348835,2696.0
339,0.5139059203699751,2714.0
340,0.7126625954357332,2724.5
341,0.6291558660684458,2731.0
342,0.07811106533224053,2734.0
343,0.5439349879274917,2760.0
344,0.9611620279848652,2775.5
345,0.07279064383523999,2785.5
346,0.9469834453486795,2786.0
347,0.6117675160686044,2794.5
348,0.5978247272801027,2795.0
349,0.8346020133538966,2795.5
350,0.5023214017561842,2809.5
351,0.29805880462233747,2814.0
352,0.6522468390636628,2827.5
353,0.20452908009680063,2840.5
354,0.1751517685201898,2842.0
355,0.20636086015538438,2853.0
356,0.36109565714190617,2863.0
357,0.4720883282638222,2864.0
358,0.4123534296796749,2869.0
359,0.035124013091580426,2870.5
360,0.10264037289288683,2879.0
361,0.2840153061495893,2879.5
362,0.7847558440076777,2882.0
363,0.8465538524675524,2888.0
364,0.7170617514267059,2892.5
365,0.6697106100296203,2893.0
366,0.08411230890433552,2900.0
367,0.649559831605318,2900.5
368,0.8144536456455854,2911.5
369,0.8874926090110556,2914.0
370,0.6228627795802081,2928.0
371,0.5446772284490349,2931.5
372,0.7520152331827374,2938.5
373,0.7368434945673797,2951.5
374,0.7732459462896129,2965.5
375,0.4738809360993534,2974.5
376,0.49217894301025816,2986.0
377,0.1419939127214717,2989.0
378,0.9668422893699621,2993.5
379,0.9613401722723415,2995.5
380,0.2927438516726399,2997.0
381,0.9707646676171494,3000.5
382,0.6403875669444172,3011.0
383,0.629546267298805,3011.5
384,0.43276790192669834,3012.0
385,0.047884188670087306,3018.5
386,0.30855109271091324,3029.5
387,0.2600642213052424,3030.0
388,0.8851579584697208,3030.5
389,0.21744675029025948,3036.0
390,0.1117754010182388,3037.0
391,0.12011992491300956,3039.5
392,0.5503489017360036,3041.0
393,0.49520713485295315,3051.0
394,0.7028689521176271,3057.0
395,0.7802337646237181,3057.5
396,0.35424543273485576,3061.5
397,0.7515872974939923,3062.0
398,0.9016315372883511,3074.0
399,0.30931735033564606,3081.5
400,0.07688125700349607,3087.5
401,0.7099932492147176,3103.5
402,0.398863434902331,3104.5
403,0.7763150013362672,3107.0
404,0.8502316306024795,3118.0
405,0.4452523510630938,3133.5
406,0.23383281008995604,3139.5
407,0.47601445024798944,3148.5
408,0.45816654085449443,3149.5
409,0.18065913780825332,3150.0
410,0.6503663281064904,3176.5
411,0.25477329441230856,3177.5
412,0.5960202775316374,3178.0
413,0.5107473116440618,3181.0
414,0.6503098377367239,3184.5
415,0.9406898107881797,3197.0
416,0.20902313234173647,3213.5
417,0.36166575562832004,3220.5
418,0.5860152597790849,3224.0
419,0.3615304034927567,3232.0
420,0.32745228519708147,3252.5
421,0.46063651301429814,3256.0
422,0.9100711046494876,3258.0
423,0.9467569391255642,3259.5
424,0.5740366537762503,3260.5
425,0.7170854395383893,3261.5
426,0.16968665642349243,3270.0
427,0.3800626952672225,3277.0
428,0.05985820832144158,3289.0
429,0.8893535103114499,3290.0
430,0.49338103083944507,3297.0
431,0.9595429634777577,3300.0
432,0.825713173167515,3311.5
433,0.1270154952605885,3314.0
434,0.7989817305729197,3324.0
435,0.6971283849919983,3326.5
436,0.6351771052356686,3327.5
437,0.7541586980145072,3329.5
438,0.826461608436227,3332.0
439,0.10256494576122153,3357.5
440,0.7580157388605281,3367.0
441,0.2532486252967392,3372.5
442,0.5002178749798244,3386.5
443,0.44067685336423656,3401.0
444,0.4684179840594378,3402.5
445,0.44989422070360086,3419.5
446,0.8708589138273969,3424.5
447,0.7038946338512648,3430.5
448,0.5940633683607839,3434.5
449,0.1930699949514904,3436.5
450,0.527198443415619,3440.5
451,0.26450731926238874,3452.0
452,0.4754090873828015,3460.5
453,0.9703068551216526,3462.5
454,0.76433200834705,3473.0
455,0.08936434371071479,3478.5
456,0.22244357457047895,3484.0
457,0.9268047079779524,3498.0
458,0.31664122833387914,3508.5
459,0.7529282633853301,3512.0
460,0.8382804688404573,3514.0
461,0.219812238267114,3517.0
462,0.7149932275595131,3517.5
463,0.30706714759518833,3518.0
464,0.4390592823856892,3525.5
465,0.01957339291795922,3544.5
466,0.9545034777559236,3547.0
467,0.5919721336004855,3567.5
468,0.40316141342894773,3570.0
469,0.027468269467251633,3573.5
470,0.40085526046536946,3582.5
471,0.3168191374555833,3584.5
472,0.40003622647456255,3589.5
473,0.4969965744960887,3603.0
474,0.5539354655431074,3618.5
475,0.4632533741632374,3623.5
476,0.5522000915373141,3624.0
477,0.28157025556731313,3636.5
478,0.32091563816808183,3642.0
479,0.6084279419531504,3647.0
480,0.5914021087849586,3649.0
481,0.010239372295120619,3650.0
482,0.004652992610902127,3661.0
483,0.91614017261017,3673.0
484,0.0441434414186139,3677.5
485,0.9762941753692395,3680.0
486,0.8837524371478452,3694.0
487,0.15508296743877847,3698.5
488,0.7085975511286741,3700.5
489,0.05121555032080624,3706.0
490,0.5262320094618368,3713.5
491,0.6671859086423968,3718.0
492,0.5219673640480986,3722.0
493,0.73249303042837,3724.5
494,0.12343632916362453,3726.5
495,0.15521451420891397,3732.0
496,0.5016252980998835,3738.5
497,0.9614125161243791,3758.5
498,0.44484472942558434,3769.5
499,0.7477497711326935,3786.0
500,0.043454154660685015,3790.0
501,0.7858406266447584,3791.0
502,0.3856599568790712,3795.0
503,0.3025480280099674,3803.5
504,0.534721655281242,3805.0
505,0.1875958140500529,3810.5
506,0.6145819155666971,3812.0
507,0.5995401765066409,3817.5
508,0.34159498173715086,3819.0
509,0.0941625921027854,3821.5
510,0.4919964251858596,3827.0
511,0.44912231543989556,3834.0
512,0.3940164105743839,3841.0
513,0.9791314358666431,3851.0
514,0.6895993592463325,3852.5
515,0.770660229716809,3867.5
516,0.07216056509134837,3874.0
517,0.5976347725372193,3887.0
518,0.692064117054045,3895.5
519,0.9338376711958642,3896.0
520,0.59410479924605,3899.5
521,0.7458889905678655,3901.0
522,0.4998934172727543,3920.0
523,0.23213683041055,3922.5
524,0.5398017569168375,3923.5
525,0.27244325047195095,3924.5
526,0.06431556891248313,3927.5
527,0.1575800663100256,3928.0
528,0.384998751896466,3928.5
529,0.09648494218268538,3932.0
530,0.24230502085807246,3937.0
531,0.3638335878694017,3948.5
532,0.33999836904478786,3967.0
533,0.5662032661367817,3982.5
534,0.509909318709556,3989.0
535,0.17108054517789253,3990.5
536,0.02385689224574878,4023.0
537,0.9145213643205876,4028.0
538,0.961328519344813,4028.5
539,0.266313082779242,4039.5
540,0.20031691315862224,4042.0
541,0.8347990003998036,4048.0
542,0.10321343184633083,4050.5
543,0.5740414141318231,4064.5
544,0.7836229488729505,4070.0
545,0.5131231265390976,4086.0
546,0.8988538816580756,4090.0
547,0.9083685913412145,4092.0
548,0.3618676235487234,4102.5
549,0.7463574032785326,4111.5
550,0.5031389802782144,4118.5
551,0.1505755093812446,4139.5
552,0.4272037244985005,4140.0
553,0.4010888492699188,4144.5
554,0.5045291108792346,4148.5
555,0.2843255123134843,4152.0
556,0.8587283062654715,4152.5
557,0.913404238707957,4156.0
558,0.10786554052628565,4169.0
559,0.6554744473119649,4175.5
560,0.6392203386629292,4176.0
561,0.22835824583648057,4179.0
562,0.039645590071828544,4202.5
563,0.3465949749594273,4203.5
564,0.6757603396439897,4206.0
565,0.3315919752319748,4208.5
566,0.5514141758480161,4211.5
567,0.14278370864737122,4212.5
568,0.7270800934353612,4229.5
569,0.16710929496636812,4236.0
570,0.7050692848963429,4248.0
571,0.7855097387582335,4254.0
572,0.6337855665967046,4260.5
573,0.06173781147626894,4283.0
574,0.5218799475571277,4294.0
575,0.9560525134022466,4309.5
576,0.0373936174042798,4317.0
577,0.7544373512177787,4319.0
578,0.3911878251410846,4323.0
579,0.9456878615229207,4324.0
580,0.5825249840629776,4328.0
581,0.44283384651285984,4330.0
582,0.8572273735878033,4334.0
583,0.23548895642462744,4336.5
584,0.25044314851510846,4340.0
585,0.555878268509733,4342.5
586,0.718947083506073,4343.0
587,0.2304376620875349,4343.5
588,0.818239994220484,4345.5
589,0.901615603164647,4353.5
590,0.1628185216301241,4360.0
591,0.7054881203304533,4372.5
592,0.6279314930814013,4381.5
593,0.38644439862373786,4404.0
594,0.4999605986291574,4413.0
595,0.5303737614739376,4421.0
596,0.3939871294012227,4422.5
597,0.6541465456654515,4425.5
598,0.08582151201946026,4433.5
599,0.501178452593146,4440.0
600,0.09643340748908477,4441.0
601,0.6176702923285514,4457.0
602,0.7051912999872129,4468.0
603,0.3117763118017449,4476.5
604,0.04637045978407337,4484.5
605,0.3259773096726717,4490.0
606,0.5318346654594895,4494.0
607,0.8016641387902622,4504.5
608,0.786517827729816,4514.0
609,0.22767975955652847,4517.0
610,0.8560452914140573,4527.5
611,0.28861490367592385,4534.0
612,0.7420244182551426,4537.5
613,0.050799641963422314,4540.0
614,0.9321263719192515,4558.0
615,0.7428704295906869,4576.0
616,0.5367802568849924,4577.5
617,0.5274914097948781,4587.0
618,0.13887520165112735,4589.5
619,0.8813140606049659,4597.5
620,0.6533461572012411,4599.0
621,0.695806368083719,4602.5
622,0.9477072166545425,4615.5
623,0.5305511919039687,4616.0
624,0.59222763638352,4621.5
625,0.3094247293424988,4623.5
626,0.8472225315498473,4634.0
627,0.25298686663098385,4635.5
628,0.13342959615062686,4674.5
629,0.43364078183707006,4678.5
630,0.37844147380989085,4689.0
631,0.23321746042696068,4689.5
632,0.29452054759742435,4696.0
633,0.06411684540739264,4699.5
634,0.40526090562033934,4710.5
635,0.8099711358291153,4715.5
636,0.7310401453284875,4723.0
637,0.708888399769806,4729.5
638,0.9138702471634715,4732.5
639,0.8841714340761742,4734.5
640,0.6753571411472207,4736.0
641,0.6906354099466632,4751.0
642,0.5527149696034108,4763.0
643,0.42824770400291184,4765.0
644,0.7818736287875392,4772.5
645,0.4352725950890647,4777.5
646,0.853280018445226,4781.0
647,0.1731781031295314,4798.0
648,0.5139655011660264,4810.0
649,0.9212167978255668,4813.0
650,0.624720467961276,4822.5
651,0.9035340518127393,4826.5
652,0.5706068266974221,4834.0
653,0.46241279664478296,4836.0
654,0.7473528943280003,4843.5
655,0.6876123459600607,4847.5
656,0.4027209984627668,4858.0
657,0.5784726918336568,4859.0
658,0.054359378131978886,4870.5
659,0.8238976285053669,4874.0
660,0.8619397522442266,4900.5
661,0.8232075515445663,4901.5
662,0.1417524158608913,4904.0
663,0.4079067719835598,4905.0
664,0.7447838564111536,4907.5
665,0.7742791688491089,4908.0
666,0.3665335794059832,4917.0
667,0.5473844131108059,4917.5
668,0.09472195023181258,4926.0
669,0.924490094698123,4957.0
670,0.38822724750623705,4968.5
671,0.647858999827871,4990.5
